post_text,label,split
 deionsanders i can t believe you told that dude his team was only gonna have one game in the playoffs . lol . truth nflchannel . ,positive,train
 trump mocks schwarzenegger for celebrity apprentice ratings https t . co edbhv bnp but he want s us to no https t . co ovzarpffaf,positive,train
so i told zayin to rebel against the center . . he actually did it the absolute madman hahahahahahaha ! ,positive,train
rt gayathry jamal just really wants to bare all and get into porn . bathroom scenes ? ,positive,train
rt sweetiefaina i miss u bea viel i love u bea viel gopaytwin yong,positive,train
" josinaanderson that s a lousy thing to happen on new year s day , but he had it company , especially for losing to cleveland . ",positive,train
dont judge the book by its cover . . bkit judge ka ba ? ? wearepayting foryong,positive,train
rt aliciaboochie to stop trying so hard to maintain relationships amp friendships . . . whoever wants to be in ur life will genuinely make an e ,positive,train
rt alan i just saw video clip at same occasion . yong backtomanila https t . co nt ca fii ,positive,train
atlg carpet cleaning adelaide https t . co ov hgygvxf https t . co drjjcuquff,positive,train
rt chaihansens someone probably hey this thing is dangerous and could kill u bellamy say no more,positive,train
 naddyduddy ahxhajshakdjq . his eyebrows are so cute ! because it matches mine ,positive,train
" realdonaldtrump liar , liar , pants on fire . i can t believe we re having this conversation on twitter . what an infant you are ! ",positive,train
" nbcnews president obama slammed this trump friend ! called him out for what he is ! russia , economy trashed , regional https t . co xxx x md",positive,train
rt sasbatcii but every time someone says this year couldn t get worse it fucking does,positive,train
"do you know this man ? nikita khrushchev , leader of the soviet union in the s . a real bad actor ! shipped . . . https t . co eqx l bhw",positive,train
user doorsinc https t . co xmcvprfyoi,positive,train
amazing https t . co jwabbv rcn,positive,train
" joenbc i ll be sending these daily as long as you don t tell the truth ! ! ! will be adding many more , great variety https t . co u l yi wd",positive,train
 copycatlily hahahahahah . be careful with your captions,positive,train
i don t actually participate but reading the starbucks reddit is really cathartic tbh,positive,train
 gt aleph was thrown outside the center ! ,positive,train
user havertysaugusta https t . co pbtswrqzs,positive,train
user indiatravelroute https t . co glqtie w,positive,train
a wordplay of musafir . except this is the exact opposite . mukafir . geddit . mu you kafir kafeer . please laugh . https t . co aqvwf zkk,positive,train
rt kaerumy usd to myr now at rm . https t . co rwbz hrzmn,positive,train
hamish bayston is now following me on twitter ! thank you hamish bayston ! say hello anytime https t . co hqxnyizcfy https t . co inwhxp zut,positive,train
buuuut girls can play with makeup and boys can t . so . sorry mate . we re gonna stuck being ugly for the rest of our lives . ,positive,train
rt hillary hng do not affiliate the blm movement with this blmkidnapping . we don t support the ppl who beat that boy . no one deserves ,positive,train
 realdonaldtrump nikita khrushchev ! ! ! ! conquer us with out a shot ! first time he or any other russian leader h https t . co lbpnpsno e,positive,train
rt badpostkjapa kj about his tattoo https t . co ful jjqqg,positive,train
"aleph hiroko , can we go to mcdonalds ? hiroko no , zayin made a nice dinner at home aleph i hate this fucking family",positive,train
one person can change your life fivereasonstofollow yong,positive,train
the crowdsourced guide to fighting trump s agenda https t . co v xoxeb xu via newyorker,positive,train
" foxnews senatorsessions realdonaldtruump jeffrson b sessions , are you suggestion or as back to bga ? wallace of calhoun ? ",positive,train
damn . i m so warak afffff . ,positive,train
rt knobbitch last selfie of https t . co j x dpaz,positive,train
rt prasys damn there goes my holy water cake https t . co hsp mry m,positive,train
 lee seriously . ,positive,train
nobody charges for something that doesnt even weigh half a kilogram ! ,positive,train
rt elisabeth rt if you didn t get arrested in yet . ,positive,train
user bomarchemdrycarpetcleaning https t . co e iqmewslo,positive,train
i ve skipped breakfast for days now ,positive,train
 moimori lolol . tang mana nya pretty tu . aish . would love to lepak lepak with you too . ,positive,train
 misi triggering star wars fans ,positive,train
"rt daisyrdley a promise for be more like carrie fisher . be proud of who you are , every single part you and show that to the world . ",positive,train
"i just wanna get this year over with man , shitty ass year",positive,train
 rhaeman you wish i were a bottom because you want me . dont you you sailor rhae man you . ,positive,train
 fo aschatz that s the reason i follow your twitter account . ,positive,train
rt antoniaquestpho rbreich ask joe scarborough ! he leads one ofthe most aggressive propaganda campaigns for trump todate ! still sponsors ,positive,train
rt comicbooknow celene dion makes pokemon s most heartbreaking scene even more epic https t . co npb g fyp https t . co lesnrkka r,positive,train
lint cleaner pro https t . co i vdr wxls,positive,train
" meetthebatman chaldeaprince anashssn dollahkhair amandaicyy em . scuse me , hoe , you havent given me anythin at all",positive,train
 vnndrws i was looking everywhere for you ahsjahsia . tak kenal bila pakai tudung . ,positive,train
 fishfqh lehudos highzyl rude,positive,train
 joenbc all good ? i don t think so ! ! you may think a steady diet of trump propaganda is good ! i don t ! ! ! consider https t . co wr fq bsl,positive,train
 i can t swim but i surf calcalhughes,positive,train
user roseparade https t . co xgsymsxpvo,positive,train
rt codyko im not a piece of shit im the piece of shit,positive,train
i cant wait for the next chapter of this manhwa nghhhhhhhhh . ,positive,train
i m voting pillowtalk for bestmusicvideo at the iheartawards zaynmalik d,positive,train
 twitter better see and read ! ! ! ! read last item . please ! ! ! ! ! ! ! ! https t . co rp b cz ci,positive,train
paul ryan it s not important if women can have intercourse without getting pregnant or not https t . co xpwdcefj r,positive,train
" tuckercarlson foxnews that s hard to say because i don t watch fox news on a regular basis , but i do know they re full of pompous people . ",positive,train
didn t you just know the lions would pooter out in the first round ? wait until next season . . . . . again . https t . co unbgnv obj,positive,train
 lawrence morning joe is outrageous ! ! stupid and evil ! but gets good ratings since he swayed some brietbart amp fox https t . co gfgyktki z,positive,train
things we need more of in orlando brown,positive,train
just waiting for my time on earth to end . ,positive,train
 adclaidekanes also lucifer and chloe oh wow,positive,train
my poor lions . sending you good vibes . golions ! https t . co vebj vxui,positive,train
rt yung yamaka kanye made himself too accessible,positive,train
yep . i will forever ungkit the things i rejected for you . but you can never seem to do the same . ,positive,train
 morning joe tired ! ! weak ! ! mika is predictable ! joe is a relic of the past ! phil griffin owns it all ! cnn como https t . co qw nacyzu ,positive,train
clowns to the right of me . . . . . jokers to the left in trump town ! ! ! ! https t . co wfcxt pm t,positive,train
" speakerryan , , now have ins . yu do not have replace ! ! what the hell do you think you can do with these peo https t . co edwwl dk y",positive,train
the hardest thing in the world to understand is the income tax . albert einstein,positive,train
 adclaidekanes any point to changing my profile and blog to christmas theme when it s the th https t . co gzqrn bela,positive,train
why do you provide an email option if the emails can t pass through . gosh . sends a tweet and facebook message as well . ,positive,train
